Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1706509886,1000,,Aggregated,76.000000,16.400000,4900,6100,9600,11000,14000,17000,18000,18000,18000,18000,18000,8608,1704,4900.0,5657.4962252695095,1.1892689999513095,18420.60841000057,17097.689591078066
1706509887,1000,,Aggregated,75.000000,15.100000,5000,6100,9600,11000,14000,17000,18000,18000,18000,18000,18000,8674,1718,5000.0,5688.2284601106685,1.1892689999513095,18467.22596499967,17075.21604795942
1706509888,1000,,Aggregated,74.600000,14.700000,5000,6200,9800,11000,14000,17000,18000,18000,19000,19000,19000,8758,1735,5000.0,5735.2230058031455,1.1892689999513095,18579.343355000674,16994.773350079926
1706509889,1000,,Aggregated,72.400000,12.300000,5000,6200,9800,11000,14000,17000,18000,18000,19000,19000,19000,8825,1744,5000.0,5773.19884366277,1.1892689999513095,18579.343355000674,16974.974957507082
1706509890,1000,,Aggregated,72.300000,13.600000,5100,6200,9900,11000,15000,17000,18000,18000,19000,19000,19000,8889,1752,5100.0,5819.423621496784,1.1892689999513095,18715.62287300003,16926.84272696591
1706509891,1000,,Aggregated,72.100000,12.900000,5100,6300,9900,11000,15000,17000,18000,18000,19000,19000,19000,8952,1761,5100.0,5843.623025428607,1.1892689999513095,18923.474027999873,16934.912980339588
1706509892,1000,,Aggregated,70.400000,11.300000,5100,6300,10000,11000,15000,17000,18000,19000,19000,19000,19000,9021,1771,5100.0,5882.537041294415,1.1892689999513095,19079.290421999758,16919.543066178914
1706509893,1000,,Aggregated,69.400000,11.300000,5200,6400,10000,11000,15000,17000,18000,19000,19000,19000,19000,9087,1776,5200.0,5925.66346959645,1.1892689999513095,19191.51690199942,16895.51579179047
1706509894,1000,,Aggregated,68.600000,10.800000,5200,6400,10000,11000,15000,17000,18000,19000,19000,19000,19000,9148,1782,5200.0,5968.655893270108,1.1892689999513095,19327.101545000005,16850.417905553128
1706509895,1000,,Aggregated,69.000000,10.100000,5200,6600,10000,11000,15000,17000,18000,19000,19000,19000,19000,9215,1782,5200.0,6021.568287948232,1.1892689999513095,19405.626983999355,16839.571134020618
1706509896,1000,,Aggregated,67.300000,8.900000,5200,6700,10000,11000,15000,18000,18000,19000,19000,19000,19000,9282,1788,5200.0,6061.673030593185,1.1892689999513095,19426.097065999784,16818.832686920923
1706509897,1000,,Aggregated,66.600000,8.700000,5300,6700,11000,11000,16000,18000,19000,19000,20000,20000,20000,9352,1797,5300.0,6109.197348546079,1.1892689999513095,19629.7702869997,16777.00491873396
1706509898,1000,,Aggregated,66.500000,7.800000,5300,6800,11000,12000,16000,18000,19000,19000,20000,20000,20000,9408,1797,5300.0,6150.722025560259,1.1892689999513095,19843.81244999986,16770.994791666668
1706509899,1000,,Aggregated,67.600000,8.900000,5400,6800,11000,12000,16000,18000,19000,19000,20000,20000,20000,9470,1800,5400.0,6193.392983888268,1.1892689999513095,19843.81244999986,16762.04540654699
1706509900,1000,,Aggregated,66.900000,7.500000,5400,6900,11000,12000,16000,18000,19000,19000,20000,20000,20000,9532,1802,5400.0,6235.509963387735,1.1892689999513095,19848.931268999877,16754.789446076375
1706509901,1000,,Aggregated,65.200000,6.200000,5400,6900,11000,12000,16000,18000,19000,19000,20000,20000,20000,9592,1803,5400.0,6280.81085372559,1.1892689999513095,19985.946144999616,16735.200896580485
1706509902,1000,,Aggregated,63.900000,5.800000,5400,6900,11000,12000,16000,18000,19000,20000,20000,20000,20000,9662,1807,5400.0,6320.169690063326,1.1892689999513095,20008.848824999404,16743.36710825916
1706509903,1000,,Aggregated,63.900000,4.800000,5500,6900,11000,12000,16000,18000,19000,20000,20000,20000,20000,9715,1807,5500.0,6354.279068561695,1.1892689999513095,20041.6676750001,16765.06114256305
1706509904,1000,,Aggregated,64.300000,4.400000,5500,7000,11000,12000,16000,18000,19000,20000,20000,20000,20000,9778,1807,5500.0,6393.102319968282,1.1892689999513095,20231.761029000154,16772.49897729597
1706509905,1000,,Aggregated,63.400000,3.600000,5500,7000,11000,12000,16000,18000,19000,20000,20000,20000,20000,9844,1807,5500.0,6439.274758377272,1.1892689999513095,20433.692130000054,16768.066436407964
1706509906,1000,,Aggregated,63.200000,3.100000,5500,7000,11000,12000,16000,18000,19000,20000,20000,20000,20000,9896,1807,5500.0,6481.294654549501,1.1892689999513095,20433.692130000054,16752.818815683106
1706509907,1000,,Aggregated,62.700000,2.500000,5500,7300,11000,12000,16000,18000,19000,20000,20000,20000,20000,9961,1807,5500.0,6527.402300295238,1.1892689999513095,20433.692130000054,16757.451561088244
1706509908,1000,,Aggregated,62.600000,2.500000,5500,7300,11000,12000,17000,18000,20000,20000,20000,20000,20000,10017,1807,5500.0,6563.317785764187,1.1892689999513095,20448.809344999972,16766.85195168214
1706509909,1000,,Aggregated,61.200000,1.300000,5600,7400,11000,12000,17000,18000,20000,20000,20000,20000,20000,10076,1807,5600.0,6595.21189392426,1.1892689999513095,20448.809344999972,16779.493251290194
1706509910,1000,,Aggregated,60.800000,1.000000,5600,7400,11000,12000,17000,18000,20000,20000,21000,21000,21000,10136,1807,5600.0,6639.214379598247,1.1892689999513095,20618.317938000473,16757.42324388319
1706509911,1000,,Aggregated,60.200000,1.000000,5600,7500,11000,12000,17000,18000,20000,20000,21000,21000,21000,10195,1808,5600.0,6685.049242172325,1.1892689999513095,20722.605093999846,16735.47827366356
1706509912,1000,,Aggregated,60.300000,0.500000,5700,7500,11000,12000,17000,18000,20000,20000,21000,21000,21000,10256,1808,5700.0,6719.02368996508,1.1892689999513095,20722.605093999846,16756.355499219968
1706509913,1000,,Aggregated,60.100000,0.500000,5700,7500,11000,12000,17000,18000,20000,20000,21000,21000,21000,10315,1808,5700.0,6767.892608394753,1.1892689999513095,20722.605093999846,16732.503150751334
1706509914,1000,,Aggregated,59.600000,0.100000,5700,7600,11000,12000,17000,18000,20000,20000,21000,21000,21000,10370,1808,5700.0,6802.610732305869,1.1892689999513095,20765.865423999458,16735.821407907424
1706509915,1000,,Aggregated,59.200000,0.100000,5700,7700,11000,12000,17000,19000,20000,21000,21000,21000,21000,10426,1808,5700.0,6842.136383749555,1.1892689999513095,20939.106152000022,16730.619317091885
1706509916,1000,,Aggregated,59.300000,0.100000,5700,7900,11000,12000,17000,19000,20000,21000,21000,21000,21000,10486,1808,5700.0,6885.712021663245,1.1892689999513095,20952.795120999326,16723.833396910166
1706509917,1000,,Aggregated,59.000000,0.100000,5800,8000,11000,13000,17000,19000,20000,21000,21000,21000,21000,10545,1808,5800.0,6925.064905624635,1.1892689999513095,20952.795120999326,16721.965196775724
1706509918,1000,,Aggregated,57.700000,0.100000,5800,8000,12000,13000,17000,19000,20000,21000,21000,21000,21000,10603,1808,5800.0,6965.037654582834,1.1892689999513095,20970.057768000515,16710.821748561728
1706509919,1000,,Aggregated,58.200000,0.100000,5800,8100,12000,13000,17000,19000,20000,21000,21000,21000,21000,10661,1808,5800.0,6992.910218572349,1.1892689999513095,20970.057768000515,16727.86671043992
1706509920,1000,,Aggregated,58.100000,0.100000,5800,8200,12000,13000,17000,19000,20000,21000,21000,21000,21000,10716,1809,5800.0,7027.734782984582,1.1892689999513095,20970.057768000515,16713.36254199328
1706509921,1000,,Aggregated,58.100000,0.100000,5900,8500,12000,13000,17000,19000,21000,21000,21000,21000,21000,10779,1809,5900.0,7066.522001112419,1.1892689999513095,20970.057768000515,16703.061879580666
1706509922,1000,,Aggregated,58.500000,0.100000,5900,8600,12000,13000,17000,19000,21000,21000,21000,21000,21000,10831,1809,5900.0,7100.556356485249,1.1892689999513095,21453.60843800063,16703.2559320469
1706509923,1000,,Aggregated,57.900000,0.200000,5900,8600,12000,13000,17000,19000,21000,21000,21000,21000,21000,10897,1809,5900.0,7140.739753405405,1.1892689999513095,21492.6137930006,16716.83316509131
1706509924,1000,,Aggregated,58.000000,0.100000,5900,8700,12000,13000,17000,19000,21000,21000,21000,21000,21000,10955,1809,5900.0,7175.633109524574,1.1892689999513095,21498.421056000552,16729.974623459606
1706509925,1000,,Aggregated,57.400000,0.100000,5900,8800,12000,13000,17000,19000,21000,21000,21000,21000,21000,11012,1809,5900.0,7215.584428648444,1.1892689999513095,21498.421056000552,16720.442698873954
1706509926,1000,,Aggregated,57.800000,0.100000,6000,9000,12000,13000,17000,20000,21000,21000,21000,21000,21000,11076,1809,5900.0,7255.016618774894,1.1892689999513095,21498.421056000552,16712.523113037198
1706509927,1000,,Aggregated,58.300000,0.100000,6000,9100,12000,13000,17000,20000,21000,21000,21000,21000,21000,11133,1809,6000.0,7288.386005135521,1.1892689999513095,21498.421056000552,16716.622743195905
1706509928,1000,,Aggregated,58.300000,0.100000,6000,9200,12000,13000,17000,20000,21000,21000,21000,21000,21000,11196,1809,6000.0,7324.146433369486,1.1892689999513095,21498.421056000552,16720.050375133975
1706509929,1000,,Aggregated,58.900000,0.100000,6000,9500,12000,13000,17000,20000,21000,21000,22000,22000,22000,11257,1809,6000.0,7364.558612294734,1.1892689999513095,21825.848284999665,16702.605667584616
1706509930,1000,,Aggregated,58.600000,0.100000,6000,9600,12000,14000,17000,20000,21000,21000,22000,22000,22000,11309,1809,6000.0,7397.249711438132,1.1892689999513095,21942.355931000748,16702.793615704308
1706509931,1000,,Aggregated,59.500000,0.100000,6000,9700,12000,14000,17000,20000,21000,21000,22000,22000,22000,11366,1809,6000.0,7432.903344940508,1.1892689999513095,21942.355931000748,16700.27643850079
1706509932,1000,,Aggregated,59.100000,0.100000,6100,9800,12000,14000,18000,20000,21000,21000,22000,22000,22000,11426,1809,6100.0,7475.655496786699,1.1892689999513095,21942.355931000748,16674.56712760371
1706509933,1000,,Aggregated,59.100000,0.000000,6100,9800,12000,14000,18000,20000,21000,21000,22000,22000,22000,11480,1809,6100.0,7497.728164311222,1.1892689999513095,21942.355931000748,16698.57517421603
1706509934,1000,,Aggregated,58.600000,0.000000,6100,9800,12000,14000,18000,20000,21000,21000,22000,22000,22000,11533,1809,6100.0,7529.483780590123,1.1892689999513095,21942.355931000748,16700.839677447326
1706509935,1000,,Aggregated,59.200000,0.000000,6100,9900,12000,14000,18000,20000,21000,22000,22000,22000,22000,11596,1809,6100.0,7569.18427681725,1.1892689999513095,21942.355931000748,16681.65626077958
1706509936,1000,,Aggregated,58.400000,0.000000,6200,9900,12000,14000,18000,20000,21000,22000,22000,22000,22000,11649,1809,6200.0,7597.3279451927065,1.1892689999513095,21942.355931000748,16690.396858099408
1706509937,1000,,Aggregated,57.500000,0.000000,6200,10000,12000,14000,18000,20000,21000,22000,22000,22000,22000,11713,1809,6200.0,7634.656515757695,1.1892689999513095,21942.355931000748,16683.07214206437
1706509938,1000,,Aggregated,58.200000,0.000000,6200,10000,12000,14000,18000,20000,21000,22000,22000,22000,22000,11775,1809,6200.0,7669.991191436513,1.1892689999513095,21942.355931000748,16681.313290870487
1706509939,1000,,Aggregated,56.700000,0.000000,6200,10000,13000,14000,18000,20000,21000,22000,22000,22000,22000,11836,1809,6200.0,7712.523893257935,1.1892689999513095,21942.355931000748,16642.80086177763
1706509940,1000,,Aggregated,58.000000,0.000000,6300,10000,13000,14000,18000,20000,21000,22000,22000,22000,22000,11893,1809,6300.0,7733.615489157061,1.1892689999513095,21942.355931000748,16650.117632220634
1706509941,1000,,Aggregated,57.700000,0.000000,6300,10000,13000,14000,18000,20000,21000,22000,22000,22000,22000,11950,1809,6300.0,7759.097376395222,1.1892689999513095,21942.355931000748,16660.494560669456
1706509942,1000,,Aggregated,57.800000,0.000000,6300,10000,13000,14000,18000,21000,21000,22000,22000,22000,22000,12008,1809,6300.0,7794.041163599754,1.1892689999513095,21942.355931000748,16644.72218520986
1706509943,1000,,Aggregated,58.100000,0.000000,6400,10000,13000,14000,18000,21000,21000,22000,22000,22000,22000,12066,1809,6400.0,7824.117918059986,1.1892689999513095,21942.355931000748,16635.3011768606
1706509944,1000,,Aggregated,58.100000,0.000000,6400,11000,13000,14000,18000,21000,21000,22000,22000,22000,22000,12124,1809,6400.0,7856.427334561433,1.1892689999513095,21942.355931000748,16635.22542065325
1706509945,1000,,Aggregated,58.000000,0.000000,6500,11000,13000,14000,18000,21000,21000,22000,22000,22000,22000,12180,1809,6500.0,7881.508236050394,1.1892689999513095,21942.355931000748,16646.589244663384
1706509946,1000,,Aggregated,58.400000,0.000000,6600,11000,13000,14000,18000,21000,21000,22000,22000,22000,22000,12238,1809,6600.0,7914.043586950873,1.1892689999513095,21942.355931000748,16634.23549599608
1706509947,1000,,Aggregated,58.800000,0.000000,6700,11000,13000,14000,18000,21000,21000,22000,22000,22000,22000,12293,1809,6700.0,7943.988270457479,1.1892689999513095,21942.355931000748,16622.261205564144
1706509948,1000,,Aggregated,58.400000,0.000000,6700,11000,13000,14000,18000,21000,21000,22000,22000,22000,22000,12347,1809,6700.0,7970.827976846587,1.1892689999513095,21942.355931000748,16620.57763019357
1706509949,1000,,Aggregated,58.800000,0.000000,6700,11000,13000,14000,18000,21000,21000,22000,22000,22000,22000,12407,1809,6700.0,8002.628774200755,1.1892689999513095,21942.355931000748,16612.359877488514
1706509950,1000,,Aggregated,57.600000,0.000000,6700,11000,13000,14000,18000,21000,21000,22000,22000,22000,22000,12475,1809,6700.0,8039.819535276455,1.1892689999513095,21942.355931000748,16598.544689378756
1706509951,1000,,Aggregated,56.900000,0.000000,6800,11000,13000,14000,18000,21000,21000,22000,22000,22000,22000,12533,1809,6800.0,8068.238487149265,1.1892689999513095,21942.355931000748,16598.641506423042
1706509952,1000,,Aggregated,57.000000,0.000000,6800,11000,13000,14000,18000,21000,21000,22000,22000,22000,22000,12590,1809,6800.0,8101.324734077982,1.1892689999513095,21942.355931000748,16584.95718824464
1706509953,1000,,Aggregated,57.900000,0.000000,6800,11000,14000,14000,18000,21000,21000,22000,22000,22000,22000,12648,1809,6800.0,8127.113782799001,1.1892689999513095,21942.355931000748,16582.158206831118
1706509954,1000,,Aggregated,57.900000,0.000000,6800,11000,14000,14000,19000,21000,21000,22000,22000,22000,22000,12711,1809,6800.0,8159.78497286121,1.1892689999513095,21942.355931000748,16568.188340807174
1706509955,1000,,Aggregated,57.900000,0.000000,6800,11000,14000,14000,19000,21000,21000,22000,22000,22000,22000,12778,1809,6800.0,8194.941537162142,1.1892689999513095,21942.355931000748,16547.21020503991
1706509956,1000,,Aggregated,58.000000,0.000000,6800,11000,14000,14000,19000,21000,21000,22000,22000,22000,22000,12831,1809,6800.0,8218.594646193427,1.1892689999513095,21942.355931000748,16541.125711168264
1706509957,1000,,Aggregated,58.500000,0.000000,6800,11000,14000,14000,19000,21000,21000,22000,22000,22000,22000,12885,1809,6800.0,8244.8215399878,1.1892689999513095,21942.355931000748,16531.143965851767
1706509958,1000,,Aggregated,59.500000,0.000000,6900,11000,14000,14000,19000,21000,21000,22000,22000,22000,22000,12945,1809,6900.0,8271.438645433744,1.1892689999513095,21942.355931000748,16523.68227114716
1706509959,1000,,Aggregated,59.200000,0.000000,6900,11000,14000,14000,19000,21000,21000,22000,22000,22000,22000,12999,1809,6900.0,8292.973351216231,1.1892689999513095,21942.355931000748,16519.615278098314
1706509960,1000,,Aggregated,59.000000,0.000000,6900,11000,14000,14000,19000,21000,21000,22000,22000,22000,22000,13061,1809,6900.0,8321.392401611192,1.1892689999513095,21942.355931000748,16507.350662277007
1706509961,1000,,Aggregated,59.600000,0.000000,6900,11000,14000,14000,19000,21000,21000,22000,22000,22000,22000,13114,1809,6900.0,8346.388570438676,1.1892689999513095,21942.355931000748,16498.706420619186
1706509963,1000,,Aggregated,58.900000,0.000000,6900,11000,14000,14000,19000,21000,21000,22000,22000,22000,22000,13172,1809,6900.0,8367.623648511144,1.1892689999513095,21942.355931000748,16504.917324627997
1706509964,1000,,Aggregated,58.400000,0.000000,6900,11000,14000,14000,19000,21000,21000,22000,22000,22000,22000,13231,1809,6900.0,8391.103826954482,1.1892689999513095,21942.355931000748,16510.05842339959
1706509965,1000,,Aggregated,58.000000,0.000000,6900,11000,14000,14000,19000,21000,21000,22000,22000,22000,22000,13291,1809,6900.0,8419.58268785236,1.1892689999513095,21942.355931000748,16488.815363780002
1706509966,1000,,Aggregated,58.000000,0.000000,6900,11000,14000,14000,19000,21000,21000,22000,22000,22000,22000,13354,1809,6900.0,8445.668051774277,1.1892689999513095,21942.355931000748,16481.560281563576
1706509967,1000,,Aggregated,57.800000,0.000000,6900,11000,14000,14000,19000,21000,21000,22000,22000,22000,22000,13415,1809,6900.0,8473.452246070347,1.1892689999513095,21942.355931000748,16470.794409243383
1706509968,1000,,Aggregated,57.300000,0.000000,6900,11000,14000,14000,20000,21000,21000,22000,22000,22000,22000,13472,1809,6900.0,8500.366632576583,1.1892689999513095,21942.355931000748,16458.546912114016
1706509969,1000,,Aggregated,58.000000,0.000000,6900,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,13540,1809,6900.0,8526.801574662975,1.1892689999513095,21942.355931000748,16452.115657311668
1706509970,1000,,Aggregated,58.400000,0.000000,6900,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,13601,1809,6900.0,8551.787701535743,1.1892689999513095,21942.355931000748,16438.87905301081
1706509971,1000,,Aggregated,59.200000,0.000000,6900,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,13661,1809,6900.0,8572.842790348777,1.1892689999513095,21942.355931000748,16434.95161408389
1706509972,1000,,Aggregated,60.000000,0.000000,7000,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,13716,1809,7000.0,8595.36097697781,1.1892689999513095,21942.355931000748,16425.01873724118
1706509973,1000,,Aggregated,59.800000,0.000000,7000,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,13781,1809,7000.0,8623.503309365771,1.1892689999513095,21942.355931000748,16405.486539438356
1706509974,1000,,Aggregated,59.900000,0.000000,7000,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,13843,1809,7000.0,8647.961779031688,1.1892689999513095,21942.355931000748,16402.53174889836
1706509975,1000,,Aggregated,60.600000,0.000000,7000,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,13899,1809,7000.0,8669.136887580016,1.1892689999513095,21942.355931000748,16391.899201381395
1706509976,1000,,Aggregated,61.100000,0.000000,7000,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,13950,1809,7000.0,8690.294448028504,1.1892689999513095,21942.355931000748,16386.120573476703
1706509977,1000,,Aggregated,60.500000,0.000000,7000,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,14007,1809,7000.0,8708.985830008325,1.1892689999513095,21942.355931000748,16385.366673805955
1706509978,1000,,Aggregated,59.600000,0.000000,7000,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,14071,1809,7000.0,8730.529857831974,1.1892689999513095,21942.355931000748,16388.63129841518
1706509979,1000,,Aggregated,59.200000,0.000000,7000,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,14124,1809,7000.0,8752.5232659946,1.1892689999513095,21942.355931000748,16367.809756442934
1706509980,1000,,Aggregated,59.700000,0.000000,7000,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,14184,1809,7000.0,8770.871831890985,1.1892689999513095,21942.355931000748,16372.238719684152
1706509981,1000,,Aggregated,58.400000,0.000000,7000,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,14234,1809,7000.0,8784.341460699923,1.1892689999513095,21942.355931000748,16383.346213292118
1706509982,1000,,Aggregated,57.900000,0.000000,7000,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,14297,1809,7000.0,8801.245990577583,1.1892689999513095,21942.355931000748,16392.73127229489
1706509983,1000,,Aggregated,57.100000,0.000000,7000,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,14366,1809,7000.0,8830.325080769782,1.1892689999513095,21942.355931000748,16378.243700403731
1706509984,1000,,Aggregated,58.100000,0.000000,7000,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,14425,1809,7000.0,8845.653357829367,1.1892689999513095,21942.355931000748,16391.256152512997
1706509985,1000,,Aggregated,58.200000,0.000000,7000,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,14489,1809,7000.0,8866.492390866215,1.1892689999513095,21942.355931000748,16394.400579750156
1706509986,1000,,Aggregated,57.700000,0.000000,7000,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,14555,1809,7000.0,8895.707134993925,1.1892689999513095,21942.355931000748,16375.128821710752
1706509987,1000,,Aggregated,59.000000,0.000000,7000,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,14615,1809,7000.0,8917.435520692276,1.1892689999513095,21942.355931000748,16364.041806363326
1706509988,1000,,Aggregated,59.900000,0.000000,7000,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,14674,1809,7000.0,8942.534350715528,1.1892689999513095,21942.355931000748,16338.656603516423
1706509989,1000,,Aggregated,60.600000,0.000000,7000,12000,14000,14000,20000,21000,21000,22000,22000,22000,22000,14737,1809,7000.0,8960.883784155913,1.1892689999513095,21942.355931000748,16347.952500508924
1706509990,1000,,Aggregated,60.600000,0.000000,7000,12000,14000,15000,20000,21000,21000,22000,22000,22000,22000,14805,1809,7000.0,8981.857055638207,1.1892689999513095,21942.355931000748,16350.157852077002
1706509991,1000,,Aggregated,60.800000,0.000000,7000,12000,14000,15000,20000,21000,21000,22000,22000,22000,22000,14870,1809,7000.0,8998.530311950688,1.1892689999513095,21942.355931000748,16357.536650975118
1706509992,1000,,Aggregated,61.500000,0.000000,7000,12000,14000,15000,20000,21000,21000,22000,22000,22000,22000,14931,1809,7000.0,9011.903299781781,1.1892689999513095,21942.355931000748,16368.411024043935
1706509993,1000,,Aggregated,63.000000,0.000000,7000,12000,14000,15000,20000,21000,21000,22000,22000,22000,22000,14992,1809,7000.0,9033.753584625712,1.1892689999513095,21942.355931000748,16361.732857524014
1706509994,1000,,Aggregated,62.800000,0.000000,7000,13000,14000,15000,20000,21000,21000,22000,22000,22000,22000,15054,1809,7000.0,9056.827197251008,1.1892689999513095,21942.355931000748,16351.742194765511
1706509995,1000,,Aggregated,61.900000,0.000000,7000,13000,14000,15000,20000,21000,21000,22000,22000,22000,22000,15119,1809,7000.0,9071.143401713187,1.1892689999513095,21942.355931000748,16363.940472253456
1706509996,1000,,Aggregated,62.300000,0.000000,7000,13000,14000,15000,21000,21000,21000,22000,22000,22000,22000,15184,1809,7000.0,9086.987007023883,1.1892689999513095,21942.355931000748,16363.71772918862
1706509997,1000,,Aggregated,62.300000,0.000000,7000,13000,14000,15000,21000,21000,21000,22000,22000,22000,22000,15244,1809,7000.0,9105.105754302578,1.1892689999513095,21942.355931000748,16362.94758593545
1706509998,1000,,Aggregated,62.400000,0.000000,7000,13000,14000,15000,20000,21000,21000,22000,22000,22000,22000,15305,1809,7000.0,9119.218818798474,1.1892689999513095,21942.355931000748,16375.978503756942
1706509999,1000,,Aggregated,62.500000,0.000000,7100,13000,14000,15000,20000,21000,21000,22000,22000,22000,22000,15365,1809,7100.0,9137.285126413906,1.1892689999513095,21942.355931000748,16370.297949886104
1706510000,1000,,Aggregated,61.900000,0.000000,7100,13000,14000,15000,20000,21000,21000,22000,22000,22000,22000,15420,1809,7100.0,9150.421643172096,1.1892689999513095,21942.355931000748,16378.672632944228
1706510001,1000,,Aggregated,62.200000,0.000000,7100,13000,14000,15000,20000,21000,21000,22000,22000,22000,22000,15482,1809,7100.0,9168.453548713389,1.1892689999513095,21942.355931000748,16373.722128923911
1706510002,1000,,Aggregated,61.400000,0.000000,7100,13000,14000,15000,20000,21000,21000,22000,22000,22000,22000,15538,1809,7100.0,9183.205352487941,1.1892689999513095,21942.355931000748,16376.350946067705
1706510003,1000,,Aggregated,60.700000,0.000000,7100,13000,14000,15000,20000,21000,21000,22000,22000,22000,22000,15599,1809,7100.0,9202.1626758458,1.1892689999513095,21942.355931000748,16374.697160074364
1706510004,1000,,Aggregated,60.700000,0.000000,7100,13000,14000,15000,20000,21000,21000,22000,22000,22000,22000,15658,1809,7100.0,9218.76845392219,1.1892689999513095,21942.355931000748,16369.977072423042
1706510005,1000,,Aggregated,60.600000,0.000000,7100,13000,14000,15000,20000,21000,21000,22000,22000,22000,22000,15719,1809,7100.0,9233.601989828905,1.1892689999513095,21942.355931000748,16365.981169285578
1706510006,1000,,Aggregated,60.400000,0.000000,7100,13000,14000,15000,20000,21000,21000,22000,22000,22000,22000,15783,1809,7100.0,9251.036865482194,1.1892689999513095,21942.355931000748,16361.8607995945
1706510007,1000,,Aggregated,59.300000,0.000000,7100,13000,14000,15000,20000,21000,21000,22000,22000,22000,22000,15847,1809,7100.0,9269.294483152416,1.1892689999513095,21942.355931000748,16357.773711112513
1706510008,1000,,Aggregated,59.700000,0.000000,7100,13000,14000,15000,20000,21000,21000,22000,22000,22000,22000,15914,1809,7100.0,9276.649411839346,1.1892689999513095,21942.355931000748,16379.420510242553
1706510009,1000,,Aggregated,59.300000,0.000000,7100,13000,14000,15000,20000,21000,21000,22000,22000,22000,22000,15974,1809,7100.0,9290.380451612204,1.1892689999513095,21942.355931000748,16383.309565544008
1706510010,1000,,Aggregated,60.600000,0.000000,7100,13000,14000,15000,20000,21000,21000,22000,22000,22000,22000,16035,1809,7100.0,9311.18663458612,1.1892689999513095,21942.355931000748,16365.346180230745
1706510011,1000,,Aggregated,60.900000,0.000000,7100,13000,14000,15000,20000,21000,21000,22000,22000,22000,22000,16098,1809,7100.0,9327.502500940827,1.1892689999513095,21942.355931000748,16355.164057646913
1706510012,1000,,Aggregated,61.200000,0.000000,7100,13000,14000,15000,20000,21000,21000,22000,22000,22000,22000,16166,1809,7100.0,9344.417892945043,1.1892689999513095,21942.355931000748,16347.898676234072
1706510013,1000,,Aggregated,61.400000,0.000000,7100,13000,14000,15000,20000,21000,21000,22000,22000,22000,22000,16235,1809,7100.0,9365.017253866867,1.1892689999513095,21942.355931000748,16337.573329226978
1706510014,1000,,Aggregated,61.900000,0.000000,7100,13000,14000,15000,20000,21000,21000,22000,22000,22000,22000,16287,1809,7100.0,9374.955460808293,1.1892689999513095,21942.355931000748,16343.462270522503
1706510015,1000,,Aggregated,63.200000,0.000000,7100,13000,14000,16000,20000,21000,21000,22000,22000,22000,22000,16352,1809,7100.0,9393.530811436134,1.1892689999513095,21942.355931000748,16334.187377690801
1706510016,1000,,Aggregated,62.800000,0.000000,7100,13000,14000,16000,20000,21000,21000,22000,22000,22000,22000,16417,1809,7100.0,9410.091653439273,1.1892689999513095,21942.355931000748,16324.98592921971
1706510017,1000,,Aggregated,63.300000,0.000000,7100,13000,14000,16000,20000,21000,21000,22000,22000,22000,22000,16474,1809,7100.0,9425.548658689539,1.1892689999513095,21942.355931000748,16324.556452591964
1706510018,1000,,Aggregated,63.300000,0.000000,7100,13000,14000,16000,20000,21000,21000,22000,22000,22000,22000,16535,1809,7100.0,9439.025026182606,1.1892689999513095,21942.355931000748,16323.187360145146
1706510019,1000,,Aggregated,63.200000,0.000000,7100,13000,14000,16000,20000,21000,21000,22000,22000,22000,22000,16591,1809,7100.0,9453.171320103822,1.1892689999513095,21942.355931000748,16314.547827135193
1706510020,1000,,Aggregated,61.800000,0.000000,7100,13000,14000,16000,20000,21000,21000,22000,22000,22000,22000,16649,1809,7100.0,9463.110878472853,1.1892689999513095,21942.355931000748,16322.34975073578
1706510021,1000,,Aggregated,61.500000,0.000000,7100,13000,14000,16000,20000,21000,21000,22000,22000,22000,22000,16710,1809,7100.0,9475.17666877616,1.1892689999513095,21942.355931000748,16325.479772591263
